INDICATIVO,NATCODE,NAMEUNIT
1461O,34121515085,Touro
1464,34123636024,Lalín
1470,34121515012,Boqueixón
1476O,34121515074,Rois
1480F,34123636006,Cambados
1481I,34123636902,Cerdedo-Cotobade
1486U,34123636008,Cangas
1491,34123636019,Fornelos de Montes
1492,34123636043,Ponte Caldelas
1496K,34123636021,Gondomar
1501,34122727010,Castro de Rei
1525,34122727057,Sarria
1543,34072424202,Villablino
1556,34072424014,Bembibre
1560B,34072424115,Ponferrada
1562O,34072424036,Candín
1566K,34072424209,Villafranca del Bierzo
1569A,34072424209,Villafranca del Bierzo
1570,34072424059,Corullón
1576A,34072424067,Encinedo
1576K,34072424016,Benuza
1581O,34123232073,Rubiá
1587E,34123232038,Larouco
1596,34123232021,Castrelo do Val
1628,34123232083,A Veiga
1632,34123232063,A Pobra de Trives
1648,34123232070,San Xoán de Río
1652E,34122727050,Quiroga
1656E,34122727052,Ribas de Sil
1661I,34122727050,Quiroga
1661K,34122727050,Quiroga
1665,34123232023,Castro Caldelas
1668,34123232057,Parada de Sil
1675U,34122727024,O Incio
1684,34122727041,Pantón
1701U,34123232069,Ribadavia
1704O,34123232043,Maceda
1706,34123232001,Allariz
1710U,34123232068,Ramirás
1726,34123636055,Tui
1731,34123636023,A Guarda
2004,34074242069,Covaleda
2011,34074242215,Vinuesa
2017I,34074242141,La Póveda de Soria
2021,34074242207,Villar del Ala
2023,34074242042,Buitrago
2024O,34074242054,Carrascosa de la Sierra
2026,34074242019,Almarza
2028E,34074242154,Renieblas
2033,34074242192,Valdegeña
2043E,34074242071,Cubo de la Solana
2047,34074242182,Taroda
2049,34074242068,Coscurita
2050,34074242020,Almazán
2057,34074242029,Baraona
2059,34074242157,La Riba de Escalote
2060,34074242008,Alcubilla de las Peñas
2061,34074242219,Yelo
2062,34074242029,Baraona
2064,34074242035,Berlanga de Duero
2079,34070909163,Hontoria del Pinar
2085,34074242043,Burgo de Osma-Ciudad de Osma
2087,34074242046,Calatañazor
2093,34074242195,Valdenebro
2095,34074242162,San Esteban de Gormaz
2096,34074242105,Liceras
2096E,34074242162,San Esteban de Gormaz
2108E,34074242007,Alcubilla de Avellaneda
2114,34070909164,Hontoria de Valdearados
2117E,34070909085,Castrillo de la Vega
2118,34070909396,Tubilla del Lago
2121,34070909152,Gumiel de Mercado
2125,34074040170,Riaza
2136,34074040052,Cedillo de la Torre
2137,34074040039,Campo de San Pedro
2142E,34070909218,Milagros
2147B,34070909321,Roa
2157,34074040195,Sepúlveda
2165,34074040013,Aldeasoña
2170,34074747054,Cogeces del Monte
2180,34074040123,Matabuena
2186,34074040208,Turégano
2189,34074040100,Hontalbilla
2199,34074040041,Cantimpalos
2206,34074040086,Fuentepelayo
2213,34074747110,La Parrilla
2215,34074747122,Portillo
2220,34073434904,La Pernía
2232,34073434056,Cervera de Pisuerga
2234,34073434056,Cervera de Pisuerga
2249U,34070909415,Valle de Valdelucio
2257,34073434005,Alar del Rey
2258B,34073434083,Herrera de Pisuerga
2263,34073434004,Aguilar de Campoo
2275,34073434037,Buenavista de Valdavia
2277E,34073434052,Castrillo de Villavega
2278,34073434901,Osorno la Mayor
2278I,34073434049,Castrejón de la Peña
2285,34070909427,Villadiego
2288,34070909091,Castrojeriz
2293A,34073434017,Astudillo
2296,34070909067,Canicosa de la Sierra
2300,34070909330,Salas de los Infantes
2304,34070909358,Santo Domingo de Silos
2305,34070909311,Retuerta
2309,34070909197,Madrigalejo del Monte
2312,34070909480,Zael
2319,34070909463,Villasur de Herreros
2320E,34070909463,Villasur de Herreros
2323,34070909026,Arlanzón
2326E,34070909059,Burgos
2336I,34070909904,Valle de las Navas
2339A,34070909045,Basconcillos del Tozo
2341D,34070909902,Valle de Santibáñez
2345,34070909009,Albillos
2348O,34070909181,Isar
2354,34073434141,Quintana del Puente
2358,34073434098,Magaz de Pisuerga
2360,34073434185,Triollo
2362,34073434199,Velilla del Río Carrión
2363,34073434199,Velilla del Río Carrión
2369E,34073434129,Pino del Río
2370,34073434157,Saldaña
2371,34073434038,Bustillo de la Vega
2372,34073434147,Renedo de la Vega
2374E,34073434243,Villoldo
2382,34073434152,Revenga de Campos
2383,34073434074,Frómista
2392,34073434227,Villanueva del Rebollar
2404,34073434058,Cevico Navero
2404E,34073434051,Castrillo de Onielo
2409B,34074747186,Valladolid
2416,34074747009,Amusquillo
2419,34074747044,Castronuevo de Esgueva
2419A,34074747044,Castronuevo de Esgueva
2427,34074747071,Geria
2429,34070505263,Villatoro
2432,34070505138,Muñogalindo
2438,34070505195,Riofrío
2440,34070505019,Ávila
2441,34070505019,Ávila
2446,34070505128,Mingorría
2450,34070505059,Cillán
2459,34074040164,Rapariegos
2460,34074040178,San Cristóbal de la Vega
2461,34074747082,Matapozuelos
2467,34074040152,Otero de Herreros
2468D,34074040194,Segovia
2474,34074040146,Navas de San Antonio
2477,34074040111,Lastras del Pozo
2483,34074040145,Navas de Oro
2495,34074040185,Santa María la Real de Nieva
2497,34074040121,Martín Muñoz de las Posadas
2509,34074747165,Tordesillas
2514,34070505042,Cabezas de Alambre
2515E,34074747078,Lomoviejo
2516,34074747078,Lomoviejo
2519,34074747156,San Vicente del Palacio
2522,34074747166,Torrecilla de la Abadesa
2524,34070505147,Narros del Castillo
2525,34070505198,Salvadiós
2530,34074747004,Alaejos
2531E,34074747045,Castronuño
2532,34074747043,Castromonte
2552,34073737358,Villar de Gallimazo
2555,34074949081,Fuentesaúco
2562,34074949147,Peleagonzalo
2568,34072424229,Villazanzo de Valderaduey
2584,34074747003,Aguilar de Campos
2586,34074949232,Vega de Villalobos
2589,34074949035,Cañizo
2598A,34074747019,Berrueces
2599,34074747162,Tamariz de Campos
2612,34074949141,Pajares de la Lampreana
2620E,34072424001,Acebedo
2623,34072424020,Boca de Huérgano
2624I,34072424060,Crémenes
2625,34072424060,Crémenes
2626V,34072424079,Gradefes
2633,34072424021,Boñar
2645,34072424901,Villamanín
2650A,34072424134,La Robla
2662,34072424187,Valdevimbre
2663,34072424212,Villamañán
2667,34072424120,Prioro
2674,34072424139,Sahagún
2674E,34072424024,El Burgo Ranero
2676,34072424086,Joarilla de las Matas
2679,34074747040,Castrobol
2679E,34074747084,Mayorga
2679U,34072424078,Gordoncillo
2681,34074747134,Roales de Campos
2689A,34072424145,San Emiliano
2702,34072424164,Sena de Luna
2706,34072424167,Soto y Amío
2708E,34072424158,Santa María de Ordás
2712E,34072424132,Riello
2716,34072424055,Cimanes del Tejar
2721,34072424224,Villares de Órbigo
2729,34072424214,Villamejil
2730,34072424210,Villagatón
2736U,34072424185,Val de San Lorenzo
2737D,34072424155,Santa María de la Isla
2746O,34072424065,Chozas de Abajo
2748,34074949159,Pobladura del Valle
2754,34074949200,Santa Cristina de la Polvorosa
2772,34074949179,Robleda-Cervantes
2779,34074949033,Camarzana de Tera
2791,34074949153,Perilla de Castro
2794,34074949111,Manzanal del Barco
2795,34074949104,Mahide
2795I,34074949209,San Vitero
2802E,34074949071,Fonfría
2804,34074949265,Villardiegua de la Ribera
2808,34074949064,Fariza
2813,34070505901,San Juan de Gredos
2815,34070505162,Navalperal de Tormes
2818,34070505267,Zapardiel de la Ribera
2821,34070505159,Navalonguilla
2823,34070505153,Nava del Barco
2824,34070505244,Tormellas
2834,34070505151,Navacepedilla de Corneja
2835,34070505052,Casas del Puerto
2836,34070505257,Villafranca de la Sierra
2838,34070505063,Collado del Mirón
2843,34073737200,Montejo
2848,34070505266,Zapardiel de la Cañada
2849,34073737162,Horcajo Medianero
2855I,34070505213,San Juan del Olmo
2856C,34070505136,Muñico
2857,34070505209,San García de Ingelmos
2874,34073737117,Doñinos de Salamanca
2879E,34073737314,Tabera de Abajo
2887I,34074949136,Muga de Sayago
2893,34073737366,Villarmuerto
2894,34073737366,Villarmuerto
2898,34073737014,Aldeadávila de la Ribera
2902,34073737346,Las Veguillas
2903,34073737268,La Rinconada de la Sierra
2906,34073737316,Tamames
2907,34073737088,Carrascal del Obispo
2908,34073737270,Robliza de Cojos
2914,34073737135,La Fuente de San Esteban
2916E,34073737377,Yecla de Yeltes
2928,34073737173,Lumbrales
2943,34073737233,Pastores
2946,34073737107,Ciudad Rodrigo
2948,34073737011,La Alberguería de Argañán
2953E,34073737096,Castillejo de Martín Viejo
2954,34073737356,Villar de Argañán
3002,34024444009,Albarracín
3009E,34024444174,Orihuela del Tremedal
3010,34024444197,Ródenas
3015,34081919099,Corduente
3023,34081919235,Riba de Saelices
3030,34081919086,Cifuentes
3038,34081919045,Auñón
3040,34081616035,Beteta
3042,34081616239,Vega del Codorno
3043,34081616197,Santa María del Val
3058,34081616909,Sotorribas
3059,34081616005,Albalate de las Nogueras
3064,34081616025,Arrancacepas
3070E,34081616910,Villar y Velasco
3076,34081616254,Villar de Domingo García
3082,34081919022,Almonacid de Zorita
3092,34081616027,Barajas de Melo
3097,34084545156,Santa Cruz de la Zarza
3099B,34084545121,Ocaña
3108E,34132828063,Gargantilla del Lozoya y Pinilla de Buitrago
3110D,34132828138,La Serna del Monte
3117,34132828145,Talamanca de Jarama
3118,34132828086,El Molar
3119,34132828059,Fuente el Saz de Jarama
3121E,34132828108,Pedrezuela
3126I,34132828079,Madrid
3138,34081919081,Cendejas de la Torre
3152B,34081919248,San Andrés del Congosto
3155,34081919037,Arbancón
3170,34132828005,Alcalá de Henares
3183,34132828144,Soto del Real
3183E,34132828144,Soto del Real
3184,34132828082,Manzanares el Real
3185C,34132828018,Becerril de la Sierra
3190,34132828072,Hoyo de Manzanares
3193O,34132828080,Majadahonda
3207,34081919260,El Sotillo
3209,34081919053,Brihuega
3213,34081919143,Horche
3216,34081919036,Aranzueque
3222,34081919160,Loranca de Tajuña
3223,34132828111,Pezuela de las Torres
3246E,34084545059,Dosbarrios
3256,34084545102,Mocejón
3256C,34084545102,Mocejón
3257,34084545163,Sonseca
3257I,34084545012,Almonacid de Toledo
3258D,34084545107,Nambroca
3258E,34084545023,Burguillos de Toledo
3272,34132828152,Torrelodones
3276D,34132828181,Villaviciosa de Odón
3291D,34084545133,Polán
3304,34084545194,Villarejo de Montalbán
3319,34070505233,Serranillos
3330Q,34132828031,Cadalso de los Vidrios
3349I,34084545171,La Torre de Esteban Hambrán
3356,34084545901,Santo Domingo-Caudilla
3362,34084545144,El Real de San Vicente
3363,34084545154,San Román de los Montes
3365,34084545165,Talavera de la Reina
3376,34084545007,Alcolea de Tajo
3377,34084545065,La Estrella
3379,34111010048,Carrascalejo
3380,34111010213,Villar del Pedroso
3384,34111010083,Garvín
3385D,34111010085,El Gordo
3393,34070505002,La Adrada
3403B,34070505066,Cuevas del Valle
3404,34070505221,Santa Cruz del Valle
3409,34070505014,Arenas de San Pedro
3414,34084545110,Navalcán
3426E,34084545181,Velada
3427E,34111010180,Talayuela
3433E,34084545030,Calzada de Oropesa
3434,34111010131,Navalmoral de la Mata
3434U,34111010131,Navalmoral de la Mata
3436E,34111010079,Garganta la Olla
3437,34111010104,Jaraíz de la Vera
3439,34111010025,Barrado
3441E,34111010182,Toril
3442,34111010116,Malpartida de Plasencia
3448,34111010175,Serradilla
3453E,34111010033,Cabañas del Castillo
3454,34111010077,Garciaz
3455D,34111010011,Aldeacentenera
3455E,34111010070,Deleitosa
3458,34111010125,Monroy
3459,34111010031,Botija
3463E,34111010195,Trujillo
3464A,34111010113,Madroñera
3470,34111010049,Casar de Cáceres
3475,34111010045,Cañaveral
3483,34073737172,Linares de Riofrío
3484I,34073737112,Cristóbal
3491D,34073737078,Candelario
3491E,34073737334,Valdelageve
3502,34111010090,Guijo de Granadilla
3504A,34111010096,Hervás
3505,34111010015,Aldeanueva del Camino
3510,34111010127,Montehermoso
3514,34111010183,Tornavacas
3514D,34111010107,Jerte
3514E,34111010035,Cabezuela del Valle
3517,34111010184,El Torno
3518E,34111010148,Plasencia
3524,34111010189,Torrejoncillo
3527,34111010053,Casas de Don Gómez
3531,34111010211,Villanueva de la Sierra
3531E,34111010185,Torrecilla de los Ángeles
3533,34111010084,Gata
3534,34111010084,Gata
3536,34111010100,Hoyos
3537,34111010128,Moraleja
3540E,34111010218,Zarza la Mayor
3541,34111010061,Ceclavín
3547,34111010205,Valverde del Fresno
3554,34111010115,Malpartida de Cáceres
3555,34111010012,Aldea del Cano
3561,34111010032,Brozas
3563,34111010162,Salorino
3565,34111010032,Brozas
3575,34110606123,San Vicente de Alcántara
3576,34111010203,Valencia de Alcántara
4007B,34080202057,Ossa de Montiel
4012,34081313902,Ruidera
4016,34081313019,Argamasilla de Alba
4026,34081313032,Carrizosa
4028,34081313043,Fuenllana
4031,34081313074,San Carlos del Valle
4032A,34081313079,La Solana
4034,34081313054,Membrilla
4040,34081616211,Torrejoncillo del Rey
4040E,34081616160,Pineda de Gigüela
4042,34081616211,Torrejoncillo del Rey
4045,34081616901,Campos del Paraíso
4048O,34081616167,Pozorrubio de Santiago
4051,34081616240,Vellisca
4051E,34081616010,Alcázar del Rey
4051H,34081616151,Paredes
4052,34081616108,Huelves
4055E,34081616212,Torrubia del Campo
4059F,34081616103,Hontanaya
4061,34084545142,Quintanar de la Orden
4062,34084545101,Miguel Esteban
4066,34084545053,Consuegra
4069,34084545187,Villafranca de los Caballeros
4069A,34084545187,Villafranca de los Caballeros
4071,34081616110,Huerta de la Obispalía
4073,34081616019,Altarejos
4078A,34081616099,La Hinojosa
4079,34081616247,Villalgordo del Marquesado
4082A,34081616213,Torrubia del Castillo
4083,34081616072,Castillo de Garcimuñoz
4084,34081616102,Honrubia
4097,34081313078,Socuéllamos
4099I,34081313078,Socuéllamos
4103,34081313082,Tomelloso
4108,34081313070,Puerto Lápice
4109,34081313097,Villarta de San Juan
4112A,34081313096,Villarrubia de los Ojos
4112U,34081313039,Daimiel
4114,34081313023,Bolaños de Calatrava
4114D,34081313023,Bolaños de Calatrava
4117,34081313066,Pozuelo de Calatrava
4120,34081313031,Carrión de Calatrava
4124,34081313052,Malagón
4126,34081313052,Malagón
4128,34081313052,Malagón
4129,34081313040,Fernán Caballero
4134,34081313007,Alcolea de Calatrava
4135,34081313064,Poblete
4137U,34081313093,Villanueva de los Infantes
4139,34081313037,Cózar
4140,34081313084,Torre de Juan Abad
4142,34081313084,Torre de Juan Abad
4144,34081313085,Torrenueva
4147C,34081313087,Valdepeñas
4148A,34081313098,Viso del Marqués
4149A,34081313077,Santa Cruz de Mudela
4151,34081313098,Viso del Marqués
4152,34081313098,Viso del Marqués
4162,34081313095,Villar del Pozo
4163,34081313035,Corral de Calatrava
4163A,34081313035,Corral de Calatrava
4169,34081313072,Retuerta del Bullaque
4171I,34081313072,Retuerta del Bullaque
4193Y,34081313901,El Robledo
0388F,34091717207,La Vall d'en Bas
1001,34153131050,Baztan
1001I,34153131050,Baztan
1002B,34153131050,Baztan
1002E,34153131054,Bertizarana
1006,34153131221,Doneztebe/Santesteban
1007,34153131226,Sunbilla
1009,34153131082,Etxalar
1012,34153131153,Lesaka
1020,34153131117,Goizueta
1020I,34153131024,Arano
1021,34153131117,Goizueta
1021E,34153131024,Arano
1024,34162020069,Donostia/San Sebastián
1025N,34162020019,Beasain
1029C,34153131144,Larraun
1029E,34153131055,Betelu
1032V,34153131149,Leitza
1033E,34153131031,Areso
1033U,34162020072,Urnieta
1035,34162020902,Lasarte-Oria
1037,34162020051,Legazpi
1037F,34162020080,Zumarraga
1048,34162020013,Aretxabaleta
1050L,34162020032,Elgoibar
1055A,34164848057,Lekeitio
1057E,34164848012,Bakio
1059,34164848044,Getxo
1060,34160101002,Amurrio
1079E,34160101004,Artziniega
1101D,34063939011,Bareyo
1202D,34033333056,Ribadesella
1202F,34033333056,Ribadesella
1221A,34033333033,Lena
1309,34033333028,Ibias
1346C,34122727002,Alfoz
1346F,34122727002,Alfoz
1348U,34122727066,Viveiro
1353,34121515022,Cedeira
B244,34040707063,Valldemossa
B430,34040707057,Santanyí
B644,34040707060,Sineu
B670A,34040707004,Algaida
B680,34040707030,Llubí
B984,34040707024,Formentera
C029R,34053535004,Arrecife
C658L,34053535016,Las Palmas de Gran Canaria
C029O,34053535018,San Bartolomé
C139E,34053838009,Breña Baja
C249I,34053535017,Puerto del Rosario
C329B,34053838003,Alajeró
C429I,34053838017,Granadilla de Abona
C430E,34053838020,Güímar
C447A,34053838023,San Cristóbal de La Laguna
C449C,34053838038,Santa Cruz de Tenerife
C649I,34053535011,Ingenio
C929I,34053838048,Valverde
C028K,34053535028,Tías
C028O,34053535018,San Bartolomé
C029V,34053535024,Teguise
C636K,34053535022,Santa Lucía de Tirajana
C656J,34053535021,Santa Brígida
C658J,34053535016,Las Palmas de Gran Canaria
C658K,34053535021,Santa Brígida
1479I,NA,NA
6076O,NA,NA
C646O,34053535031,Valsequillo de Gran Canaria
C635B,34053535019,San Bartolomé de Tirajana
C639M,34053535019,San Bartolomé de Tirajana
C639U,34053535019,San Bartolomé de Tirajana
C648C,34053535002,Agüimes
C648N,34053535026,Telde
C649I,34053535011,Ingenio
C649R,34053535026,Telde
C656V,34053535027,Teror
C658X,34053535016,Las Palmas de Gran Canaria
C659H,34053535016,Las Palmas de Gran Canaria
C659M,34053535016,Las Palmas de Gran Canaria
C665T,34053535032,Valleseco
C669B,34053535006,Arucas
C689E,34053535019,San Bartolomé de Tirajana
C839I,34053535024,Teguise
C839X,34053535024,Teguise
C916Q,34053838901,El Pinar de El Hierro
C917E,34053838013,Frontera
C925F,34053838048,Valverde
C929I,34053838048,Valverde
C939T,34053838013,Frontera
C126A,34053838027,El Paso
C314Z,34053838003,Alajeró
C422A,34053838052,Vilaflor de Chasna
C437E,34053838020,Güímar
C456P,34053838026,La Orotava
C469N,34053838042,Los Silos
C629X,34053535012,Mogán
C619D,NA,NA
6268X,NA,NA
6268Y,NA,NA
6340X,NA,NA
C029O,34053535018,San Bartolomé
C038N,34053535010,Haría
C048W,34053535029,Tinajo
C117A,34053838029,Puntagorda
C117Z,34053838047,Tijarafe
C129Z,34053838045,Tazacorte
C139E,34053838009,Breña Baja
C148F,34053838033,San Andrés y Sauces
C229J,34053535015,Pájara
C239N,34053535030,Tuineje
C248E,34053535003,Antigua
C249I,34053535017,Puerto del Rosario
C258K,34053535014,La Oliva
C259X,34053535014,La Oliva
C315P,34053838050,Vallehermoso
C317B,34053838002,Agulo
C319W,34053838050,Vallehermoso
C328W,34053838021,Hermigua
C329Z,34053838036,San Sebastián de la Gomera
C406G,34053838026,La Orotava
C412N,34053838019,Guía de Isora
C415A,34053838040,Santiago del Teide
C417J,34053838019,Guía de Isora
C418I,34053838019,Guía de Isora
C418L,34053838019,Guía de Isora
C419X,34053838001,Adeje
C423R,34053838005,Arico
C426E,34053838052,Vilaflor de Chasna
C426I,34053838017,Granadilla de Abona
C426R,34053838005,Arico
C428T,34053838005,Arico
C428U,34053838005,Arico
C429I,34053838017,Granadilla de Abona
C430E,34053838020,Güímar
C436I,34053838020,Güímar
C436L,34053838011,Candelaria
C438N,34053838011,Candelaria
C439J,34053838020,Güímar
C446G,34053838023,San Cristóbal de La Laguna
C448C,34053838038,Santa Cruz de Tenerife
C449C,34053838038,Santa Cruz de Tenerife
C449F,34053838038,Santa Cruz de Tenerife
C449Q,34053838038,Santa Cruz de Tenerife
C453I,34053838011,Candelaria
C455M,34053838026,La Orotava
C456E,34053838041,El Sauzal
C456R,34053838026,La Orotava
C457E,34053838025,La Matanza de Acentejo
C457I,34053838051,La Victoria de Acentejo
C458A,34053838043,Tacoronte
C458U,34053838031,Los Realejos
C459Z,34053838028,Puerto de la Cruz
C466O,34053838044,El Tanque
C467I,34053838022,Icod de los Vinos
C468B,34053838034,San Juan de la Rambla
C468I,34053838022,Icod de los Vinos
C468O,34053838042,Los Silos
C611E,34053535033,Vega de San Mateo
C612F,34053535033,Vega de San Mateo
C619I,34053535020,La Aldea de San Nicolás
C619X,34053535001,Agaete
C619Y,34053535020,La Aldea de San Nicolás
C623I,34053535019,San Bartolomé de Tirajana
C625O,34053535019,San Bartolomé de Tirajana
C628B,34053535020,La Aldea de San Nicolás
C629I,34053535012,Mogán
C629Q,34053535012,Mogán
C018J,34053535028,Tías
C019V,34053535034,Yaiza
C129V,34053838014,Fuencaliente de la Palma
C449B,34053838038,Santa Cruz de Tenerife
C919K,34053838901,El Pinar de El Hierro
C138I,34053838009,Breña Baja
C418P,34053838001,Adeje
1059B,NA,NA
6076O,NA,NA
6274,NA,NA
7031O,NA,NA
8056,NA,NA
C449N,34053838038,Santa Cruz de Tenerife
C457A,34053838043,Tacoronte
C468F,34053838022,Icod de los Vinos
C614G,34053535025,Tejeda
C636I,34053535019,San Bartolomé de Tirajana
C646E,34053535002,Agüimes
C652O,34053535033,Vega de San Mateo
C657K,34053535021,Santa Brígida
C658N,34053535016,Las Palmas de Gran Canaria
C665K,34053535013,Moya
C669Q,34053535009,Gáldar
C028J,34053535028,Tías
C038E,34053535024,Teguise
C049U,34053535029,Tinajo
C129A,34053838045,Tazacorte
C144B,34053838033,San Andrés y Sauces
C218I,34053535007,Betancuria
C259C,NA,NA
C405L,34053838005,Arico
C416O,34053838001,Adeje
C438I,34053838004,Arafo
C448O,34053838038,Santa Cruz de Tenerife
C438H,34053838020,Güímar
C448W,34053838046,Tegueste
C459O,34053838028,Puerto de la Cruz
B075,NA,NA
C449M,34053838038,Santa Cruz de Tenerife
C449O,34053838038,Santa Cruz de Tenerife
C449S,34053838023,San Cristóbal de La Laguna
C449U,34053838023,San Cristóbal de La Laguna
C449V,34053838023,San Cristóbal de La Laguna
C451U,34053838026,La Orotava
C451V,34053838031,Los Realejos
C454M,34053838039,Santa Úrsula
C456O,34053838026,La Orotava
C457C,34053838043,Tacoronte
C458C,34053838051,La Victoria de Acentejo
C458G,34053838025,La Matanza de Acentejo
C458L,34053838039,Santa Úrsula
C458N,34053838026,La Orotava
C458S,34053838031,Los Realejos
C459S,34053838031,Los Realejos
C465N,34053838044,El Tanque
C468J,34053838015,Garachico
C469A,34053838034,San Juan de la Rambla
C469C,34053838018,La Guancha
C611F,34053535025,Tejeda
C613F,34053535005,Artenara
C614C,34053535009,Gáldar
C614E,34053535025,Tejeda
C614F,34053535025,Tejeda
C615B,34053535009,Gáldar
C619B,34053535001,Agaete
C619O,34053535020,La Aldea de San Nicolás
C625I,34053535019,San Bartolomé de Tirajana
C626E,34053535012,Mogán
C627I,34053535012,Mogán
C628O,34053535019,San Bartolomé de Tirajana
C635F,34053535019,San Bartolomé de Tirajana
C636K,34053535022,Santa Lucía de Tirajana
C637A,34053535019,San Bartolomé de Tirajana
C638I,34053535019,San Bartolomé de Tirajana
C639F,34053535019,San Bartolomé de Tirajana
C639O,34053535019,San Bartolomé de Tirajana
C639P,34053535019,San Bartolomé de Tirajana
C641I,34053535031,Valsequillo de Gran Canaria
C645O,34053535031,Valsequillo de Gran Canaria
C646O,34053535031,Valsequillo de Gran Canaria
C647O,34053535031,Valsequillo de Gran Canaria
C648A,34053535022,Santa Lucía de Tirajana
C648T,34053535026,Telde
C649A,34053535022,Santa Lucía de Tirajana
C649O,34053535026,Telde
C649U,34053535026,Telde
C652I,34053535033,Vega de San Mateo
C653O,34053535033,Vega de San Mateo
C654O,34053535033,Vega de San Mateo
C654Q,34053535033,Vega de San Mateo
C655P,34053535033,Vega de San Mateo
C655Q,34053535033,Vega de San Mateo
C656J,34053535021,Santa Brígida
C656U,34053535027,Teror
C657E,34053535021,Santa Brígida
C658J,34053535016,Las Palmas de Gran Canaria
C658K,34053535021,Santa Brígida
1479I,NA,NA
C658O,34053535016,Las Palmas de Gran Canaria
C658P,34053535016,Las Palmas de Gran Canaria
C658V,34053535016,Las Palmas de Gran Canaria
C659B,34053535026,Telde
C659I,34053535016,Las Palmas de Gran Canaria
C659J,34053535016,Las Palmas de Gran Canaria
C659U,34053535016,Las Palmas de Gran Canaria
C662I,34053535032,Valleseco
C665J,34053535032,Valleseco
C665M,34053535032,Valleseco
C665O,34053535013,Moya
C666O,34053535023,Santa María de Guía de Gran Canaria
C667J,34053535032,Valleseco
C667K,34053535013,Moya
C668A,34053535006,Arucas
C668O,34053535023,Santa María de Guía de Gran Canaria
C669A,34053535006,Arucas
C669V,34053535009,Gáldar
C916O,34053838901,El Pinar de El Hierro
C916S,34053838901,El Pinar de El Hierro
C919R,34053838901,El Pinar de El Hierro
C927S,34053838048,Valverde
C929G,34053838048,Valverde
C939I,34053838013,Frontera
C018A,34053535018,San Bartolomé
C018I,34053535034,Yaiza
C018K,34053535028,Tías
C018L,34053535034,Yaiza
C018O,34053535034,Yaiza
C019I,34053535034,Yaiza
C028K,34053535028,Tías
C028O,34053535018,San Bartolomé
C029I,34053535028,Tías
C029P,34053535004,Arrecife
C029U,34053535024,Teguise
C029V,34053535024,Teguise
C037I,34053535010,Haría
C038P,34053535010,Haría
C038U,34053535010,Haría
C038V,34053535010,Haría
C039E,34053535024,Teguise
C039I,34053535010,Haría
C039J,34053535010,Haría
C039U,34053535010,Haría
C048U,34053535029,Tinajo
C126L,34053838027,El Paso
C126O,34053838014,Fuencaliente de la Palma
C127F,34053838027,El Paso
C127U,34053838014,Fuencaliente de la Palma
C128B,34053838024,Los Llanos de Aridane
C128D,34053838024,Los Llanos de Aridane
C128P,34053838014,Fuencaliente de la Palma
C129C,34053838045,Tazacorte
C129I,34053838045,Tazacorte
C137A,34053838053,Villa de Mazo
C137F,34053838053,Villa de Mazo
C138H,34053838008,Breña Alta
C138N,34053838008,Breña Alta
C138P,34053838037,Santa Cruz de la Palma
C138X,34053838030,Puntallana
C139R,34053838037,Santa Cruz de la Palma
C144A,34053838033,San Andrés y Sauces
C145N,34053838016,Garafía
C146C,34053838033,San Andrés y Sauces
C147C,34053838033,San Andrés y Sauces
C148B,34053838033,San Andrés y Sauces
C148C,34053838033,San Andrés y Sauces
C148H,34053838007,Barlovento
C217E,34053535007,Betancuria
C218E,34053535007,Betancuria
C229I,34053535015,Pájara
C229T,34053535015,Pájara
C239E,34053535030,Tuineje
C239F,34053535030,Tuineje
C239O,34053535030,Tuineje
C239P,34053535030,Tuineje
C248A,34053535003,Antigua
C248I,34053535017,Puerto del Rosario
C317A,34053838002,Agulo
C317C,34053838002,Agulo
C317E,34053838050,Vallehermoso
C317H,34053838050,Vallehermoso
C319L,34053838049,Valle Gran Rey
C328T,34053838021,Hermigua
C329E,34053838036,San Sebastián de la Gomera
C405G,34053838026,La Orotava
C406A,34053838026,La Orotava
C406C,34053838019,Guía de Isora
C406D,34053838019,Guía de Isora
C406K,34053838026,La Orotava
C412C,34053838019,Guía de Isora
C412M,34053838019,Guía de Isora
C413O,34053838001,Adeje
C414O,34053838019,Guía de Isora
C416A,34053838040,Santiago del Teide
C419H,34053838019,Guía de Isora
C419J,34053838019,Guía de Isora
C424E,34053838052,Vilaflor de Chasna
C426V,34053838005,Arico
C427A,34053838006,Arona
C427E,34053838035,San Miguel de Abona
C427G,34053838017,Granadilla de Abona
C439P,34053838011,Candelaria
C447B,34053838023,San Cristóbal de La Laguna
C447F,34053838023,San Cristóbal de La Laguna
C447K,34053838023,San Cristóbal de La Laguna
C447O,34053838038,Santa Cruz de Tenerife
C448D,34053838023,San Cristóbal de La Laguna
C448L,34053838038,Santa Cruz de Tenerife
C448P,34053838038,Santa Cruz de Tenerife
C448S,34053838046,Tegueste
C448U,34053838023,San Cristóbal de La Laguna
C448V,34053838023,San Cristóbal de La Laguna
C448X,34053838046,Tegueste
C449A,34053838038,Santa Cruz de Tenerife
C449D,34053838038,Santa Cruz de Tenerife
